Iter	epoch	cotton_to_abuth	abuth_to_cotton
50	4	0.054433	0.382064
100	7	0.165330	0.177858
150	10	0.088522	0.160004
200	13	0.006286	0.236406
250	16	0.030402	0.121688
300	19	0.015382	0.165757
350	22	0.005211	0.147570
400	25	0.003948	0.070124
