Iter	epoch	cotton_to_abuth	abuth_to_cotton
100	7	0.031427	0.414581
200	13	0.030901	0.197015
300	19	0.021718	0.090590
400	25	0.026564	0.059311
500	32	0.021821	0.056465
600	38	0.016987	0.062417
700	44	0.009096	0.058204
800	50	0.009891	0.054282
