class	IoU	Acc	F1	aAcc	mIoU	mAcc	mF1	Iter	epoch
tianxuanhua	0.723873	0.810538	0.839822						
background	0.989810	0.996266	0.994879	0.978850	0.700970	0.781846	0.807125	2400	12
abuth	0.907882	0.965056	0.951717						
canger	0.738293	0.933419	0.849446						
cotton	0.592794	0.776138	0.744344						
longkui	0.823715	0.922869	0.903337						
machixian	0.464166	0.473968	0.634035						
niujincao	0.372953	0.391725	0.543285						
tianxuanhua	0.718146	0.795326	0.835954						
background	0.989698	0.996375	0.994822	0.979068	0.704779	0.784552	0.810344	2432	12
abuth	0.908780	0.963453	0.952210						
canger	0.739010	0.933330	0.849921						
cotton	0.593609	0.767346	0.744987						
longkui	0.824719	0.919031	0.903941						
machixian	0.498095	0.511757	0.664971						
niujincao	0.365878	0.382862	0.535740						
tianxuanhua	0.718446	0.802259	0.836158						
background	0.989948	0.996070	0.994949	0.978627	0.697289	0.779718	0.803847	2464	12
abuth	0.908133	0.966848	0.951855						
canger	0.727866	0.941666	0.842503						
cotton	0.588437	0.765876	0.740900						
longkui	0.824284	0.920055	0.903679						
machixian	0.455474	0.464637	0.625877						
niujincao	0.363905	0.380337	0.533622						
tianxuanhua	0.720265	0.802254	0.837388						
background	0.989840	0.996153	0.994894	0.978389	0.695250	0.777191	0.802012	2496	12
abuth	0.903470	0.968413	0.949287						
canger	0.734519	0.932974	0.846942						
cotton	0.587725	0.767472	0.740336						
longkui	0.826128	0.922032	0.904786						
machixian	0.420108	0.427724	0.591656						
niujincao	0.380325	0.399982	0.551066						
tianxuanhua	0.719884	0.802777	0.837131						
background	0.989889	0.996144	0.994919	0.978629	0.696488	0.780175	0.802715	2528	12
abuth	0.907854	0.967252	0.951702						
canger	0.738719	0.933065	0.849728						
cotton	0.585496	0.779239	0.738565						
longkui	0.825986	0.923168	0.904702						
machixian	0.443576	0.451703	0.614552						
niujincao	0.361675	0.376926	0.531220						
tianxuanhua	0.718709	0.813904	0.836336						
background	0.989907	0.995795	0.994928	0.978433	0.693627	0.776767	0.800312	2560	12
abuth	0.905077	0.972989	0.950173						
canger	0.730623	0.939029	0.844347						
cotton	0.587894	0.760832	0.740470						
longkui	0.824659	0.921709	0.903905						
machixian	0.442659	0.452204	0.613671						
niujincao	0.351167	0.365037	0.519799						
tianxuanhua	0.717033	0.806540	0.835200						
background	0.989957	0.995961	0.994953	0.978862	0.699808	0.780960	0.805728	2592	12
abuth	0.908181	0.969319	0.951882						
canger	0.731552	0.939848	0.844967						
cotton	0.593205	0.767124	0.744668						
longkui	0.823766	0.916543	0.903368						
machixian	0.483704	0.496113	0.652022						
niujincao	0.348861	0.363337	0.517267						
tianxuanhua	0.719237	0.799439	0.836693						
background	0.989862	0.996253	0.994905	0.978917	0.701089	0.780534	0.806686	2624	13
abuth	0.909789	0.966033	0.952764						
canger	0.733848	0.938395	0.846496						
cotton	0.590705	0.773284	0.742696						
longkui	0.824559	0.905809	0.903845						
machixian	0.487145	0.498489	0.655141						
niujincao	0.350039	0.364454	0.518562						
tianxuanhua	0.722768	0.801557	0.839077						
background	0.989897	0.996093	0.994923	0.978956	0.701843	0.782531	0.807486	2656	13
abuth	0.907739	0.969257	0.951639						
canger	0.738081	0.933787	0.849306						
cotton	0.593931	0.772229	0.745241						
longkui	0.826795	0.918480	0.905186						
machixian	0.475882	0.487256	0.644878						
niujincao	0.361140	0.376846	0.530644						
tianxuanhua	0.721282	0.806296	0.838075						
background	0.989854	0.996242	0.994901	0.978877	0.700900	0.781698	0.807022	2688	13
abuth	0.908140	0.966912	0.951859						
canger	0.739623	0.934403	0.850325						
cotton	0.591824	0.775399	0.743579						
longkui	0.827814	0.922769	0.905797						
machixian	0.454371	0.462251	0.624835						
niujincao	0.379855	0.399259	0.550573						
tianxuanhua	0.715723	0.796346	0.834310						
background	0.989989	0.995785	0.994969	0.979039	0.702635	0.786455	0.808178	2720	13
abuth	0.909308	0.970412	0.952500						
canger	0.740020	0.934227	0.850588						
cotton	0.595694	0.783376	0.746627						
longkui	0.825936	0.933377	0.904671						
machixian	0.471521	0.481016	0.640862						
niujincao	0.366922	0.383646	0.536859						
tianxuanhua	0.721686	0.809804	0.838348						
background	0.989987	0.995649	0.994968	0.978451	0.693609	0.779074	0.800115	2752	13
abuth	0.906328	0.970486	0.950862						
canger	0.729818	0.940164	0.843809						
cotton	0.589969	0.775180	0.742114						
longkui	0.823189	0.936439	0.903021						
machixian	0.443795	0.451686	0.614762						
niujincao	0.346479	0.360717	0.514644						
tianxuanhua	0.719304	0.802272	0.836739						
background	0.989811	0.996242	0.994880	0.978924	0.701756	0.783086	0.807311	2784	13
abuth	0.910833	0.963814	0.953336						
canger	0.732943	0.933873	0.845894						
cotton	0.591037	0.780221	0.742958						
longkui	0.826908	0.922468	0.905254						
machixian	0.485683	0.494895	0.653818						
niujincao	0.354795	0.370144	0.523761						
tianxuanhua	0.722034	0.803029	0.838583						
background	0.989778	0.996385	0.994863	0.978506	0.697090	0.778098	0.803456	2816	13
abuth	0.907994	0.962043	0.951779						
canger	0.728240	0.936769	0.842754						
cotton	0.588040	0.779258	0.740586						
longkui	0.826404	0.911557	0.904952						
machixian	0.445955	0.452335	0.616831						
niujincao	0.365729	0.383478	0.535580						
tianxuanhua	0.724584	0.802955	0.840300						
background	0.989862	0.996143	0.994905	0.978494	0.695488	0.778509	0.801609	2848	14
abuth	0.906461	0.964553	0.950936						
canger	0.735297	0.934845	0.847459						
cotton	0.589940	0.790512	0.742091						
longkui	0.826733	0.925226	0.905149						
machixian	0.435496	0.441493	0.606753						
niujincao	0.357249	0.372804	0.526431						
tianxuanhua	0.722867	0.802495	0.839144						
background	0.989979	0.995653	0.994964	0.978295	0.692555	0.777941	0.799212	2880	14
abuth	0.905055	0.969556	0.950162						
canger	0.733364	0.937009	0.846174						
cotton	0.586690	0.786668	0.739514						
longkui	0.824386	0.933840	0.903741						
machixian	0.420779	0.427368	0.592322						
niujincao	0.360178	0.377231	0.529604						
tianxuanhua	0.720010	0.796204	0.837216						
background	0.989897	0.995978	0.994923	0.978404	0.692341	0.776297	0.798627	2912	14
abuth	0.908738	0.966059	0.952187						
canger	0.729899	0.937912	0.843863						
cotton	0.584932	0.785675	0.738116						
longkui	0.824248	0.926940	0.903658						
machixian	0.447807	0.454861	0.618600						
niujincao	0.334551	0.346800	0.501368						
tianxuanhua	0.718656	0.796149	0.836300						
background	0.989820	0.996139	0.994884	0.978195	0.690475	0.773620	0.797573	2944	14
abuth	0.906306	0.964699	0.950851						
canger	0.728594	0.935117	0.842990						
cotton	0.583231	0.779518	0.736760						
longkui	0.823899	0.929427	0.903448						
machixian	0.426009	0.431997	0.597484						
niujincao	0.352866	0.368641	0.521657						
tianxuanhua	0.713071	0.783421	0.832506						
background	0.989868	0.996081	0.994908	0.978414	0.694331	0.778382	0.800558	2976	14
abuth	0.906823	0.964298	0.951135						
canger	0.737910	0.932417	0.849192						
cotton	0.585688	0.796628	0.738718						
longkui	0.825169	0.928247	0.904211						
machixian	0.428282	0.434277	0.599716						
niujincao	0.358399	0.374632	0.527678						
tianxuanhua	0.722510	0.800477	0.838904						
