Iter	epoch	cotton_to_abuth	abuth_to_cotton
32	1	0.010071	0.000545
64	2	0.004528	0.000994
96	3	0.003032	0.001827
128	4	0.001169	0.006426
160	5	0.001973	0.001725
192	6	0.004935	0.001544
224	7	0.002294	0.001179
256	8	0.001258	0.001789
288	9	0.003239	0.002245
320	10	0.002792	0.000969
352	11	0.002273	0.001227
384	12	0.002310	0.001150
416	13	0.003869	0.000798
448	14	0.002415	0.001197
480	15	0.001897	0.001234
512	16	0.002242	0.001138
544	17	0.002849	0.000765
