Iter	epoch	cotton_to_abuth	abuth_to_cotton
50	4	0.010476	0.656811
100	7	0.120468	0.043580
150	10	0.036034	0.056187
200	13	0.012001	0.067755
250	16	0.005131	0.047408
300	19	0.002000	0.105897
350	22	0.003995	0.062500
400	25	0.007093	0.051626
