Iter	epoch	cotton_to_abuth	abuth_to_cotton
100	7	0.028016	0.334147
200	13	0.008375	0.162761
300	19	0.001383	0.129862
400	25	0.004886	0.032739
500	32	0.003402	0.044926
600	38	0.002884	0.039922
700	44	0.000258	0.053984
800	50	0.000873	0.046504
