Iter	epoch	cotton_to_abuth	abuth_to_cotton
50	4	0.031987	0.592936
100	7	0.001814	0.684265
150	10	0.008103	0.254711
200	13	0.001810	0.135228
250	16	0.001570	0.139603
300	19	0.001521	0.041515
350	22	0.000478	0.106429
400	25	0.001053	0.015791
