Iter	epoch	cotton_to_abuth	abuth_to_cotton
100	7	0.020279	0.520985
200	13	0.033577	0.517026
300	19	0.052381	0.373875
400	25	0.060837	0.316162
500	32	0.055977	0.310346
600	38	0.064280	0.255048
700	44	0.064894	0.239081
800	50	0.061651	0.245646
