class	IoU	Acc	F1	aAcc	mIoU	mAcc	mF1	Iter	epoch
background	0.258726	0.261711	0.411091	0.305467	0.140809	0.403743	0.237389	1	1
abuth	0.104034	0.769853	0.188462						
cotton	0.059666	0.179666	0.112613						
