Iter	epoch	cotton_to_abuth	abuth_to_cotton
100	7	0.027068	0.278974
200	13	0.000083	0.208088
300	19	0.000478	0.107051
400	25	0.009063	0.034946
500	32	0.004685	0.027113
600	38	0.001462	0.043233
700	44	0.000252	0.086220
800	50	0.000653	0.084494
