Iter	epoch	cotton_to_abuth	abuth_to_cotton
3488	14	0.004169	0.010440
3520	15	0.008714	0.009976
3552	15	0.014206	0.009678
3584	15	0.011928	0.009758
3616	15	0.010690	0.010187
3648	15	0.009536	0.010159
3680	15	0.006891	0.010489
3712	15	0.009355	0.010507
3744	15	0.007420	0.010316
3776	16	0.007851	0.010277
3808	16	0.013703	0.010143
3840	16	0.009349	0.010045
3872	16	0.008557	0.010466
3904	16	0.011328	0.009876
3936	16	0.007198	0.010290
3968	16	0.007865	0.009718
4000	16	0.004823	0.010237
4032	17	0.008783	0.009878
4064	17	0.009969	0.009944
4096	17	0.007517	0.010072
4128	17	0.007930	0.010017
4160	17	0.006237	0.010448
4192	17	0.007092	0.010267
4224	17	0.006427	0.010307
4256	18	0.015591	0.009344
4288	18	0.006640	0.010144
4320	18	0.006215	0.010401
4352	18	0.013487	0.009772
4384	18	0.006739	0.009792
4416	18	0.009497	0.009934
4448	18	0.007450	0.010495
4480	18	0.011132	0.010425
4512	19	0.015054	0.009800
4544	19	0.009773	0.010312
4576	19	0.015482	0.009874
4608	19	0.017414	0.009816
4640	19	0.010997	0.010027
4672	19	0.012967	0.010102
4704	19	0.011093	0.010403
4736	19	0.013814	0.009478
4768	20	0.014272	0.009402
4800	20	0.009395	0.009951
4832	20	0.010335	0.009722
4864	20	0.010223	0.009741
4896	20	0.010674	0.010004
4928	20	0.010198	0.010209
4960	20	0.006208	0.010430
4992	20	0.003810	0.010836
5024	21	0.007768	0.010458
5056	21	0.009656	0.009895
5088	21	0.013732	0.009318
5120	21	0.010931	0.009748
5152	21	0.008001	0.009841
5184	21	0.007705	0.010102
5216	21	0.009961	0.009638
5248	21	0.005921	0.010202
5280	22	0.006557	0.009744
5312	22	0.009031	0.009777
5344	22	0.004262	0.010244
5376	22	0.008532	0.010073
5408	22	0.011696	0.009834
5440	22	0.007056	0.010401
5472	22	0.015682	0.009888
5504	23	0.009616	0.009805
5536	23	0.012743	0.009853
5568	23	0.007742	0.010021
5600	23	0.012868	0.009931
5632	23	0.015914	0.009182
5664	23	0.005842	0.010647
5696	23	0.005304	0.010423
5728	23	0.005379	0.010419
5760	24	0.006243	0.010338
5792	24	0.006603	0.010664
5824	24	0.004566	0.010862
5856	24	0.005160	0.010671
5888	24	0.012126	0.009727
5920	24	0.013002	0.009617
5952	24	0.008116	0.010360
5984	24	0.008999	0.009994
6016	25	0.018792	0.009638
6048	25	0.011593	0.009888
6080	25	0.013196	0.009933
6112	25	0.008873	0.010447
6144	25	0.012977	0.009880
6176	25	0.010950	0.010118
6208	25	0.010346	0.009706
6240	25	0.009891	0.009687
6272	26	0.014286	0.009274
6304	26	0.011031	0.009948
6336	26	0.014692	0.009770
6368	26	0.007465	0.010096
6400	26	0.017809	0.009612
6432	26	0.020083	0.009849
6464	26	0.007864	0.010433
6496	26	0.009772	0.009616
6528	27	0.007453	0.009975
6560	27	0.016852	0.009488
6592	27	0.014719	0.009463
6624	27	0.011193	0.009954
6656	27	0.006930	0.010530
6688	27	0.009927	0.010077
6720	27	0.010649	0.009977
6752	28	0.012325	0.009844
6784	28	0.010422	0.009928
6816	28	0.008855	0.010063
6848	28	0.009924	0.009807
6880	28	0.014011	0.009706
6912	28	0.006626	0.010521
6944	28	0.009352	0.009791
6976	28	0.005374	0.010360
7008	29	0.008328	0.009952
7040	29	0.009236	0.009846
7072	29	0.005452	0.010273
7104	29	0.009170	0.010175
7136	29	0.006245	0.010463
7168	29	0.005996	0.010363
7200	29	0.006083	0.009729
7232	29	0.008491	0.009523
7264	30	0.015075	0.009339
7296	30	0.023276	0.008933
7328	30	0.020444	0.009547
7360	30	0.010019	0.009700
7392	30	0.010264	0.009763
7424	30	0.009018	0.010073
7456	30	0.010215	0.009628
7488	30	0.006473	0.009973
7520	31	0.007751	0.010525
7552	31	0.014020	0.009649
7584	31	0.016215	0.009355
7616	31	0.009117	0.010154
7648	31	0.012401	0.009610
7680	31	0.005915	0.010155
7712	31	0.012355	0.009908
7744	31	0.006544	0.010521
7776	32	0.004532	0.011238
7808	32	0.004815	0.010812
7840	32	0.016494	0.009668
7872	32	0.007188	0.010321
7904	32	0.009939	0.009961
7936	32	0.007640	0.010417
7968	32	0.006334	0.010549
8000	32	0.007607	0.010222
8032	33	0.009457	0.009934
8064	33	0.007267	0.010690
8096	33	0.007216	0.010567
8128	33	0.009765	0.010477
8160	33	0.005342	0.010464
8192	33	0.003286	0.011063
8224	33	0.014070	0.009616
8256	34	0.011617	0.009723
8288	34	0.010562	0.010054
8320	34	0.014695	0.009516
8352	34	0.011870	0.009769
8384	34	0.011610	0.009977
8416	34	0.013518	0.009881
8448	34	0.008803	0.010071
8480	34	0.012667	0.010054
8512	35	0.006068	0.010488
8544	35	0.007119	0.010552
8576	35	0.006025	0.010341
8608	35	0.006549	0.011144
8640	35	0.011063	0.010591
8672	35	0.006664	0.010566
8704	35	0.005711	0.010539
8736	35	0.007618	0.010177
8768	36	0.011783	0.009849
8800	36	0.008759	0.010363
8832	36	0.005833	0.010692
8864	36	0.007245	0.010289
8896	36	0.007593	0.010096
8928	36	0.005980	0.010534
8960	36	0.014911	0.009907
8992	36	0.013510	0.009606
9024	37	0.006108	0.010537
9056	37	0.013804	0.009770
9088	37	0.010897	0.010045
9120	37	0.010342	0.009842
9152	37	0.021381	0.009413
9184	37	0.010053	0.010206
9216	37	0.009811	0.009885
9248	37	0.012233	0.009686
9280	38	0.008786	0.009914
9312	38	0.008237	0.010222
9344	38	0.008395	0.010499
9376	38	0.004722	0.010525
9408	38	0.003514	0.010837
9440	38	0.004671	0.010649
9472	38	0.008691	0.010203
9504	39	0.012997	0.009790
9536	39	0.003150	0.011216
9568	39	0.006360	0.010438
9600	39	0.005704	0.010858
9632	39	0.009620	0.010000
9664	39	0.006237	0.010568
9696	39	0.009693	0.010665
9728	39	0.009407	0.010302
9760	40	0.013804	0.009951
9792	40	0.008521	0.010108
9824	40	0.005456	0.010387
9856	40	0.012947	0.009575
9888	40	0.005630	0.010899
9920	40	0.013587	0.010040
9952	40	0.012770	0.010098
9984	40	0.010866	0.010117
