class	IoU	Acc	F1	aAcc	mIoU	mAcc	mF1	Iter	epoch
background	0.989032	0.996461	0.994486	0.989175	0.935164	0.961087	0.965940	5440	22
abuth	0.937166	0.955073	0.967564						
cotton	0.879293	0.931727	0.935770						
background	0.988803	0.996280	0.994370	0.988717	0.930095	0.956023	0.963071	5472	22
abuth	0.935768	0.958276	0.966818						
cotton	0.865715	0.913515	0.928025						
background	0.988744	0.996534	0.994340	0.988901	0.933313	0.958632	0.964910	5504	23
abuth	0.935914	0.954345	0.966896						
cotton	0.875280	0.925015	0.933493						
background	0.988975	0.996047	0.994457	0.988982	0.932515	0.958812	0.964436	5536	23
abuth	0.937083	0.960020	0.967520						
cotton	0.871486	0.920368	0.931330						
background	0.989258	0.996026	0.994600	0.989393	0.936798	0.963661	0.966849	5568	23
abuth	0.938093	0.958564	0.968058						
cotton	0.883043	0.936393	0.937889						
background	0.989311	0.995677	0.994627	0.989261	0.934639	0.962223	0.965630	5600	23
abuth	0.937743	0.962454	0.967872						
cotton	0.876864	0.928537	0.934393						
background	0.989142	0.995652	0.994541	0.989089	0.933599	0.960706	0.965055	5632	23
abuth	0.936693	0.962693	0.967312						
cotton	0.874962	0.923772	0.933312						
background	0.989051	0.996312	0.994495	0.989209	0.935832	0.962386	0.966320	5664	23
abuth	0.936945	0.955175	0.967446						
cotton	0.881500	0.935670	0.937018						
background	0.988920	0.996510	0.994429	0.989142	0.935334	0.960882	0.966039	5696	23
abuth	0.937122	0.954449	0.967541						
cotton	0.879960	0.931687	0.936147						
background	0.989114	0.996332	0.994527	0.989308	0.936342	0.962508	0.966596	5728	23
abuth	0.937927	0.956036	0.967969						
cotton	0.881984	0.935156	0.937292						
background	0.989262	0.995923	0.994602	0.989416	0.936683	0.963680	0.966776	5760	24
abuth	0.938839	0.959865	0.968455						
cotton	0.881949	0.935253	0.937272						
background	0.989128	0.996181	0.994534	0.989247	0.935658	0.962428	0.966215	5792	24
abuth	0.937427	0.956900	0.967703						
cotton	0.880420	0.934202	0.936408						
background	0.989223	0.996172	0.994583	0.989382	0.937105	0.964197	0.967027	5824	24
abuth	0.937687	0.956202	0.967842						
cotton	0.884405	0.940218	0.938657						
background	0.989373	0.995973	0.994658	0.989513	0.937991	0.965599	0.967517	5856	24
abuth	0.938228	0.957878	0.968130						
cotton	0.886372	0.942947	0.939764						
background	0.989122	0.996002	0.994531	0.989147	0.934004	0.960411	0.965276	5888	24
abuth	0.937497	0.960296	0.967740						
cotton	0.875392	0.924934	0.933556						
background	0.989305	0.995546	0.994624	0.989288	0.935235	0.962926	0.965970	5920	24
abuth	0.937646	0.963134	0.967820						
cotton	0.878755	0.930097	0.935465						
background	0.989426	0.995615	0.994685	0.989487	0.937539	0.965931	0.967264	5952	24
abuth	0.937970	0.960709	0.967992						
cotton	0.885220	0.941469	0.939116						
background	0.989386	0.995319	0.994665	0.989466	0.937661	0.966550	0.967336	5984	24
abuth	0.937800	0.962552	0.967902						
cotton	0.885797	0.941780	0.939440						
background	0.989203	0.995287	0.994572	0.988984	0.932536	0.961145	0.964463	6016	25
abuth	0.935430	0.964435	0.966638						
cotton	0.872975	0.923712	0.932180						
background	0.989249	0.995874	0.994595	0.989258	0.935680	0.963254	0.966233	6048	25
abuth	0.936687	0.958988	0.967308						
cotton	0.881105	0.934901	0.936795						
background	0.989089	0.996022	0.994515	0.989054	0.933539	0.960427	0.965026	6080	25
abuth	0.936310	0.958911	0.967108						
cotton	0.875216	0.926349	0.933456						
background	0.989117	0.996058	0.994529	0.989179	0.934926	0.961977	0.965805	6112	25
abuth	0.937041	0.957933	0.967497						
cotton	0.878619	0.931939	0.935388						
background	0.989091	0.995842	0.994515	0.989071	0.933929	0.961210	0.965249	6144	25
abuth	0.936246	0.959848	0.967073						
cotton	0.876452	0.927941	0.934159						
background	0.989322	0.995545	0.994632	0.989320	0.936269	0.964675	0.966562	6176	25
abuth	0.936834	0.961093	0.967387						
cotton	0.882651	0.937389	0.937668						
background	0.989368	0.995419	0.994656	0.989433	0.937202	0.965548	0.967078	6208	25
abuth	0.937759	0.962545	0.967880						
cotton	0.884478	0.938680	0.938698						
background	0.989173	0.995943	0.994557	0.989279	0.936135	0.963058	0.966487	6240	25
abuth	0.937166	0.958833	0.967564						
cotton	0.882067	0.934400	0.937339						
background	0.989177	0.995874	0.994559	0.989167	0.934435	0.961171	0.965527	6272	26
abuth	0.936909	0.960780	0.967427						
cotton	0.877220	0.926859	0.934595						
background	0.989207	0.996085	0.994574	0.989234	0.934779	0.961337	0.965713	6304	26
abuth	0.937643	0.959237	0.967818						
cotton	0.877486	0.928688	0.934746						
background	0.989329	0.995462	0.994636	0.989229	0.934522	0.962666	0.965571	6336	26
abuth	0.937104	0.963606	0.967531						
cotton	0.877131	0.928930	0.934544						
background	0.989490	0.995717	0.994717	0.989597	0.938234	0.966012	0.967645	6368	26
abuth	0.938871	0.960930	0.968472						
cotton	0.886341	0.941389	0.939746						
background	0.989342	0.995292	0.994642	0.989143	0.933471	0.961879	0.964980	6400	26
abuth	0.936532	0.965353	0.967226						
cotton	0.874540	0.924993	0.933071						
background	0.989346	0.995403	0.994645	0.989033	0.932074	0.960635	0.964191	6432	26
abuth	0.935868	0.964595	0.966872						
cotton	0.871008	0.921906	0.931057						
background	0.989399	0.996003	0.994671	0.989461	0.936672	0.963784	0.966769	6464	26
abuth	0.938612	0.959482	0.968334						
cotton	0.882004	0.935867	0.937303						
background	0.989181	0.995975	0.994561	0.989299	0.935867	0.962430	0.966327	6496	26
abuth	0.937906	0.959637	0.967958						
cotton	0.880515	0.931679	0.936461						
background	0.989289	0.995966	0.994616	0.989436	0.936780	0.963462	0.966830	6528	27
abuth	0.938872	0.959995	0.968472						
cotton	0.882179	0.934427	0.937402						
background	0.989346	0.995242	0.994645	0.989197	0.934394	0.963103	0.965504	6560	27
abuth	0.936510	0.964815	0.967214						
cotton	0.877326	0.929251	0.934655						
background	0.989286	0.995358	0.994614	0.989228	0.935245	0.963717	0.965988	6592	27
abuth	0.936504	0.963160	0.967211						
cotton	0.879946	0.932633	0.936140						
background	0.989416	0.995104	0.994680	0.989416	0.936689	0.965871	0.966787	6624	27
abuth	0.937845	0.965056	0.967926						
cotton	0.882804	0.937452	0.937755						
background	0.989596	0.995569	0.994771	0.989658	0.938554	0.967337	0.967821	6656	27
abuth	0.939027	0.961327	0.968555						
cotton	0.887039	0.945114	0.940138						
background	0.989143	0.996022	0.994542	0.989205	0.934926	0.961747	0.965800	6688	27
abuth	0.937416	0.958949	0.967697						
cotton	0.878219	0.930269	0.935162						
background	0.989168	0.995684	0.994555	0.989215	0.935132	0.962772	0.965917	6720	27
abuth	0.937308	0.961045	0.967639						
cotton	0.878919	0.931587	0.935558						
background	0.989327	0.995500	0.994635	0.989306	0.935358	0.963366	0.966038	6752	28
abuth	0.937741	0.963200	0.967871						
cotton	0.879006	0.931397	0.935608						
background	0.989321	0.995808	0.994632	0.989359	0.936047	0.963440	0.966426	6784	28
abuth	0.937911	0.960659	0.967961						
cotton	0.880909	0.933855	0.936684						
background	0.989430	0.995680	0.994687	0.989498	0.937367	0.965210	0.967164	6816	28
abuth	0.938345	0.961191	0.968192						
cotton	0.884324	0.938758	0.938612						
background	0.989368	0.995473	0.994656	0.989436	0.936820	0.964863	0.966857	6848	28
abuth	0.938350	0.962998	0.968194						
cotton	0.882744	0.936117	0.937721						
background	0.989248	0.995216	0.994595	0.989194	0.934747	0.963357	0.965703	6880	28
abuth	0.936857	0.964682	0.967399						
cotton	0.878137	0.930173	0.935115						
background	0.989154	0.996341	0.994548	0.989284	0.935721	0.961906	0.966245	6912	28
abuth	0.937862	0.956486	0.967935						
cotton	0.880146	0.932890	0.936253						
background	0.989383	0.995991	0.994663	0.989467	0.936350	0.962728	0.966581	6944	28
abuth	0.939293	0.961150	0.968696						
cotton	0.880375	0.931043	0.936383						
background	0.989286	0.996137	0.994614	0.989465	0.938014	0.965193	0.967536	6976	28
abuth	0.937767	0.956197	0.967884						
cotton	0.886988	0.943245	0.940110						
background	0.989468	0.995670	0.994706	0.989563	0.938105	0.966167	0.967576	7008	29
abuth	0.938507	0.960767	0.968278						
cotton	0.886338	0.942065	0.939745						
background	0.989342	0.995865	0.994643	0.989431	0.936689	0.963814	0.966782	7040	29
abuth	0.938451	0.960458	0.968248						
cotton	0.882275	0.935120	0.937456						
background	0.989497	0.995920	0.994721	0.989655	0.938683	0.965963	0.967892	7072	29
abuth	0.939451	0.959686	0.968780						
cotton	0.887102	0.942283	0.940174						
background	0.989155	0.996391	0.994548	0.989229	0.935527	0.961836	0.966147	7104	29
abuth	0.936806	0.955393	0.967372						
cotton	0.880621	0.933725	0.936521						
background	0.988859	0.996557	0.994398	0.989049	0.935334	0.961332	0.966058	7136	29
abuth	0.935478	0.952176	0.966664						
cotton	0.881664	0.935264	0.937111						
background	0.989266	0.996194	0.994604	0.989423	0.936879	0.963312	0.966890	7168	29
abuth	0.938532	0.957741	0.968292						
cotton	0.882841	0.936000	0.937775						
background	0.989020	0.996459	0.994480	0.989280	0.936306	0.961446	0.966576	7200	29
abuth	0.938054	0.955903	0.968037						
cotton	0.881843	0.931977	0.937212						
background	0.989229	0.996092	0.994585	0.989398	0.937154	0.963546	0.967053	7232	29
abuth	0.937883	0.958120	0.967946						
cotton	0.884352	0.936427	0.938627						
background	0.989245	0.995520	0.994593	0.989192	0.934254	0.961833	0.965418	7264	30
abuth	0.937328	0.963728	0.967650						
cotton	0.876189	0.926252	0.934010						
background	0.988986	0.995750	0.994462	0.988707	0.929230	0.956048	0.962576	7296	30
abuth	0.935290	0.963466	0.966563						
cotton	0.863414	0.908927	0.926701						
background	0.989108	0.995835	0.994524	0.988846	0.931260	0.958807	0.963747	7328	30
abuth	0.934581	0.960474	0.966184						
cotton	0.870092	0.920113	0.930534						
background	0.989335	0.995657	0.994639	0.989415	0.936619	0.964095	0.966744	7360	30
abuth	0.938330	0.961956	0.968184						
cotton	0.882192	0.934671	0.937409						
background	0.989212	0.996098	0.994577	0.989288	0.935887	0.962552	0.966344	7392	30
abuth	0.937295	0.958084	0.967633						
cotton	0.881154	0.933473	0.936823						
background	0.989160	0.996143	0.994551	0.989254	0.935365	0.961811	0.966046	7424	30
abuth	0.937693	0.958249	0.967845						
cotton	0.879242	0.931041	0.935741						
background	0.989198	0.996020	0.994570	0.989295	0.935557	0.961954	0.966149	7456	30
abuth	0.938070	0.959803	0.968045						
cotton	0.879402	0.930039	0.935832						
background	0.989326	0.995977	0.994634	0.989505	0.937588	0.964297	0.967284	7488	30
abuth	0.938989	0.959575	0.968534						
cotton	0.884450	0.937339	0.938682						
background	0.989318	0.996119	0.994630	0.989384	0.936309	0.963298	0.966573	7520	31
abuth	0.938005	0.958026	0.968011						
cotton	0.881604	0.935750	0.937077						
background	0.989173	0.995977	0.994557	0.989129	0.933568	0.960125	0.965030	7552	31
abuth	0.937236	0.960720	0.967601						
cotton	0.874294	0.923677	0.932932						
background	0.989281	0.995465	0.994612	0.989179	0.934014	0.961745	0.965284	7584	31
abuth	0.937053	0.964245	0.967504						
cotton	0.875707	0.925526	0.933736						
background	0.988981	0.996320	0.994460	0.989085	0.934798	0.961123	0.965746	7616	31
abuth	0.936081	0.955311	0.966985						
cotton	0.879331	0.931737	0.935792						
background	0.989351	0.995738	0.994647	0.989349	0.935476	0.962632	0.966099	7648	31
abuth	0.938201	0.962368	0.968115						
cotton	0.878878	0.929788	0.935535						
background	0.989317	0.996079	0.994630	0.989496	0.937904	0.964862	0.967468	7680	31
abuth	0.938379	0.957637	0.968210						
cotton	0.886016	0.940870	0.939563						
background	0.989224	0.995909	0.994583	0.989206	0.934107	0.961026	0.965328	7712	31
abuth	0.937881	0.961108	0.967945						
cotton	0.875215	0.926061	0.933455						
background	0.989065	0.996186	0.994502	0.989211	0.935685	0.962459	0.966235	7744	31
abuth	0.937140	0.956366	0.967550						
cotton	0.880850	0.934823	0.936651						
background	0.989139	0.996205	0.994540	0.989266	0.936440	0.963901	0.966664	7776	32
abuth	0.936705	0.954838	0.967318						
cotton	0.883477	0.940660	0.938134						
background	0.989248	0.996125	0.994595	0.989400	0.937255	0.964600	0.967111	7808	32
abuth	0.937709	0.956338	0.967853						
cotton	0.884809	0.941338	0.938884						
background	0.989118	0.995818	0.994529	0.988988	0.932396	0.959514	0.964376	7840	32
abuth	0.936200	0.961425	0.967049						
cotton	0.871869	0.921298	0.931549						
background	0.988949	0.996322	0.994444	0.989110	0.935209	0.961447	0.965976	7872	32
abuth	0.936384	0.955145	0.967147						
cotton	0.880293	0.932874	0.936336						
background	0.989248	0.995953	0.994595	0.989310	0.935584	0.962397	0.966164	7904	32
abuth	0.937974	0.960040	0.967994						
cotton	0.879530	0.931197	0.935904						
background	0.989345	0.995826	0.994644	0.989426	0.936933	0.964711	0.966924	7936	32
abuth	0.938041	0.959530	0.968030						
cotton	0.883413	0.938778	0.938098						
background	0.989284	0.996111	0.994613	0.989405	0.937022	0.964102	0.966978	7968	32
abuth	0.937802	0.957245	0.967903						
cotton	0.883981	0.938949	0.938418						
background	0.989189	0.996082	0.994565	0.989314	0.936010	0.962635	0.966407	8000	32
abuth	0.937969	0.958458	0.967992						
cotton	0.880873	0.933364	0.936664						
background	0.989273	0.995928	0.994608	0.989353	0.936026	0.962950	0.966412	8032	33
abuth	0.938145	0.960051	0.968085						
cotton	0.880660	0.932872	0.936543						
background	0.989309	0.996022	0.994626	0.989376	0.936510	0.963980	0.966690	8064	33
abuth	0.937693	0.957953	0.967845						
cotton	0.882526	0.937964	0.937598						
background	0.989437	0.995762	0.994691	0.989505	0.937624	0.965820	0.967311	8096	33
abuth	0.938093	0.959597	0.968058						
cotton	0.885342	0.942100	0.939185						
background	0.989421	0.995450	0.994682	0.989409	0.936432	0.965193	0.966642	8128	33
abuth	0.937854	0.962432	0.967931						
cotton	0.882022	0.937696	0.937313						
background	0.989458	0.995601	0.994701	0.989606	0.938798	0.967198	0.967964	8160	33
abuth	0.938691	0.960557	0.968376						
cotton	0.888245	0.945438	0.940815						
background	0.989380	0.995864	0.994661	0.989543	0.938662	0.967135	0.967896	8192	33
abuth	0.938043	0.957206	0.968031						
cotton	0.888565	0.948336	0.940995						
background	0.989274	0.995534	0.994608	0.989222	0.934702	0.962549	0.965673	8224	33
abuth	0.937151	0.962954	0.967556						
cotton	0.877679	0.929159	0.934855						
background	0.989379	0.995409	0.994661	0.989392	0.936312	0.964526	0.966574	8256	34
abuth	0.937973	0.963572	0.967994						
cotton	0.881585	0.934599	0.937066						
background	0.989454	0.995403	0.994699	0.989457	0.937165	0.965949	0.967057	8288	34
abuth	0.937638	0.962445	0.967816						
cotton	0.884404	0.939998	0.938657						
background	0.989403	0.995215	0.994673	0.989324	0.935757	0.964563	0.966270	8320	34
abuth	0.937037	0.964623	0.967495						
cotton	0.880831	0.933852	0.936640						
background	0.989474	0.995055	0.994709	0.989462	0.936980	0.966198	0.966948	8352	34
abuth	0.937999	0.965673	0.968007						
cotton	0.883466	0.937865	0.938128						
background	0.989419	0.995755	0.994681	0.989394	0.936102	0.963846	0.966456	8384	34
abuth	0.937774	0.961054	0.967888						
cotton	0.881112	0.934728	0.936799						
background	0.989380	0.995899	0.994661	0.989299	0.934814	0.962029	0.965729	8416	34
abuth	0.937635	0.960964	0.967814						
cotton	0.877426	0.929225	0.934712						
background	0.989347	0.995946	0.994645	0.989424	0.936573	0.963642	0.966717	8448	34
abuth	0.938376	0.959792	0.968209						
cotton	0.881997	0.935188	0.937299						
background	0.989275	0.995928	0.994609	0.989220	0.934262	0.961337	0.965419	8480	34
abuth	0.937531	0.960653	0.967759						
cotton	0.875979	0.927431	0.933890						
background	0.989360	0.995968	0.994651	0.989489	0.937601	0.965070	0.967297	8512	35
abuth	0.938335	0.958369	0.968187						
cotton	0.885108	0.940872	0.939053						
background	0.989408	0.995979	0.994676	0.989483	0.936993	0.964299	0.966950	8544	35
abuth	0.938614	0.959277	0.968335						
cotton	0.882956	0.937642	0.937840						
background	0.989303	0.995994	0.994623	0.989459	0.937383	0.964473	0.967174	8576	35
abuth	0.938430	0.958571	0.968237						
cotton	0.884416	0.938855	0.938663						
background	0.989061	0.996402	0.994501	0.989133	0.934954	0.961846	0.965830	8608	35
abuth	0.936295	0.954068	0.967099						
cotton	0.879507	0.935068	0.935891						
background	0.989266	0.995972	0.994604	0.989209	0.934790	0.962469	0.965729	8640	35
abuth	0.936639	0.958487	0.967283						
cotton	0.878463	0.932948	0.935300						
background	0.989280	0.996049	0.994611	0.989388	0.936505	0.963470	0.966682	8672	35
abuth	0.938202	0.958544	0.968116						
cotton	0.882033	0.935817	0.937319						
background	0.989077	0.996215	0.994509	0.989251	0.936176	0.962910	0.966511	8704	35
abuth	0.937241	0.955940	0.967604						
cotton	0.882211	0.936575	0.937420						
background	0.989374	0.995674	0.994659	0.989482	0.937414	0.965281	0.967190	8736	35
abuth	0.938455	0.960962	0.968251						
cotton	0.884413	0.939208	0.938662						
background	0.989456	0.995290	0.994700	0.989439	0.936449	0.965026	0.966647	8768	36
abuth	0.938237	0.964654	0.968134						
cotton	0.881654	0.935135	0.937105						
background	0.989381	0.995837	0.994662	0.989423	0.936582	0.964199	0.966725	8800	36
abuth	0.938082	0.960085	0.968052						
cotton	0.882284	0.936674	0.937461						
background	0.989460	0.995893	0.994702	0.989560	0.937940	0.965794	0.967482	8832	36
abuth	0.938672	0.959001	0.968366						
cotton	0.885687	0.942489	0.939378						
background	0.989369	0.995824	0.994656	0.989477	0.937438	0.965129	0.967206	8864	36
abuth	0.938282	0.959602	0.968158						
cotton	0.884662	0.939962	0.938802						
background	0.989247	0.996021	0.994594	0.989380	0.936678	0.963504	0.966782	8896	36
abuth	0.938064	0.958680	0.968043						
cotton	0.882724	0.935809	0.937709						
background	0.989284	0.996173	0.994613	0.989419	0.937358	0.964411	0.967169	8928	36
abuth	0.937633	0.956363	0.967813						
cotton	0.885157	0.940698	0.939080						
background	0.989292	0.995726	0.994617	0.989170	0.933734	0.961271	0.965124	8960	36
abuth	0.937044	0.962160	0.967499						
cotton	0.874866	0.925928	0.933257						
background	0.989192	0.995869	0.994566	0.989170	0.934671	0.961872	0.965664	8992	36
abuth	0.936547	0.959876	0.967234						
cotton	0.878274	0.929872	0.935193						
background	0.988922	0.996377	0.994430	0.989101	0.935245	0.961551	0.965997	9024	37
abuth	0.936372	0.954336	0.967141						
cotton	0.880442	0.933939	0.936420						
background	0.989003	0.996126	0.994471	0.988975	0.933192	0.959868	0.964838	9056	37
abuth	0.935678	0.957659	0.966770						
cotton	0.874895	0.925819	0.933274						
background	0.988900	0.996134	0.994419	0.988963	0.933211	0.959613	0.964844	9088	37
abuth	0.936317	0.957783	0.967111						
cotton	0.874418	0.924922	0.933002						
background	0.989252	0.995942	0.994597	0.989312	0.936384	0.963635	0.966628	9120	37
abuth	0.936871	0.958441	0.967407						
cotton	0.883028	0.936521	0.937881						
background	0.989152	0.995799	0.994546	0.988865	0.931078	0.958448	0.963639	9152	37
abuth	0.934855	0.961572	0.966331						
cotton	0.869228	0.917973	0.930040						
background	0.989349	0.995755	0.994646	0.989365	0.936753	0.964935	0.966835	9184	37
abuth	0.936840	0.959162	0.967390						
cotton	0.884070	0.939889	0.938468						
background	0.989351	0.995833	0.994647	0.989413	0.937082	0.964723	0.967014	9216	37
abuth	0.937414	0.959284	0.967696						
cotton	0.884481	0.939052	0.938700						
background	0.989426	0.995583	0.994685	0.989413	0.936423	0.964320	0.966638	9248	37
abuth	0.937757	0.962363	0.967879						
cotton	0.882087	0.935015	0.937350						
background	0.989240	0.995797	0.994591	0.989353	0.936546	0.963762	0.966711	9280	38
abuth	0.937775	0.960234	0.967888						
cotton	0.882624	0.935255	0.937653						
background	0.989208	0.995927	0.994575	0.989309	0.936176	0.963367	0.966505	9312	38
abuth	0.937525	0.958935	0.967755						
cotton	0.881795	0.935240	0.937185						
background	0.989177	0.995978	0.994559	0.989243	0.935529	0.962861	0.966143	9344	38
abuth	0.937189	0.958306	0.967576						
cotton	0.880220	0.934299	0.936295						
background	0.989288	0.996027	0.994615	0.989472	0.937714	0.964816	0.967361	9376	38
abuth	0.938411	0.957933	0.968227						
cotton	0.885443	0.940489	0.939241						
background	0.989517	0.995917	0.994731	0.989679	0.939277	0.967286	0.968228	9408	38
abuth	0.939031	0.958158	0.968557						
cotton	0.889282	0.947782	0.941397						
background	0.989531	0.995842	0.994738	0.989671	0.939100	0.967255	0.968129	9440	38
abuth	0.938991	0.958852	0.968536						
cotton	0.888779	0.947071	0.941115						
background	0.989684	0.995524	0.994815	0.989707	0.938729	0.967503	0.967917	9472	38
abuth	0.939109	0.962163	0.968599						
cotton	0.887393	0.944823	0.940337						
background	0.989520	0.995498	0.994732	0.989453	0.936348	0.964608	0.966591	9504	39
abuth	0.938009	0.963315	0.968013						
cotton	0.881514	0.935011	0.937026						
background	0.989330	0.996222	0.994637	0.989485	0.938076	0.965607	0.967570	9536	39
abuth	0.937747	0.955011	0.967873						
cotton	0.887151	0.945588	0.940201						
background	0.989402	0.996036	0.994673	0.989519	0.937626	0.964787	0.967308	9568	39
abuth	0.938578	0.958471	0.968316						
cotton	0.884897	0.939854	0.938934						
background	0.989341	0.996108	0.994642	0.989441	0.937204	0.964612	0.967078	9600	39
abuth	0.937904	0.957010	0.967957						
cotton	0.884369	0.940719	0.938637						
background	0.989415	0.995715	0.994679	0.989463	0.937103	0.964929	0.967018	9632	39
abuth	0.938027	0.960799	0.968023						
cotton	0.883866	0.938273	0.938353						
background	0.989507	0.995822	0.994726	0.989601	0.938349	0.966454	0.967712	9664	39
abuth	0.938649	0.959306	0.968354						
cotton	0.886891	0.944232	0.940055						
background	0.989411	0.995897	0.994677	0.989377	0.935630	0.963298	0.966186	9696	39
abuth	0.938091	0.960177	0.968057						
cotton	0.879389	0.933819	0.935824						
background	0.989490	0.995858	0.994717	0.989498	0.936865	0.964469	0.966878	9728	39
abuth	0.938449	0.960443	0.968247						
cotton	0.882655	0.937104	0.937670						
background	0.989449	0.995621	0.994696	0.989342	0.935238	0.963364	0.965969	9760	40
abuth	0.937587	0.962429	0.967788						
cotton	0.878678	0.932040	0.935421						
background	0.989362	0.995918	0.994653	0.989444	0.936965	0.964295	0.966940	9792	40
abuth	0.938165	0.959405	0.968096						
cotton	0.883367	0.937563	0.938072						
background	0.989479	0.995860	0.994712	0.989627	0.938988	0.966997	0.968071	9824	40
abuth	0.938582	0.958489	0.968318						
cotton	0.888902	0.946643	0.941184						
background	0.989230	0.995994	0.994586	0.989227	0.934740	0.961334	0.965694	9856	40
abuth	0.937331	0.960080	0.967652						
cotton	0.877659	0.927927	0.934844						
background	0.989261	0.996179	0.994602	0.989370	0.936568	0.963670	0.966722	9888	40
abuth	0.937831	0.956719	0.967918						
cotton	0.882613	0.938112	0.937647						
background	0.989480	0.995558	0.994712	0.989367	0.935361	0.963529	0.966036	9920	40
abuth	0.937734	0.963149	0.967867						
cotton	0.878870	0.931880	0.935531						
background	0.989442	0.995517	0.994693	0.989359	0.935682	0.964122	0.966222	9952	40
abuth	0.937470	0.962628	0.967726						
cotton	0.880133	0.934222	0.936245						
background	0.989284	0.995973	0.994613	0.989288	0.935594	0.962836	0.966179	9984	40
abuth	0.937123	0.958950	0.967541						
cotton	0.880375	0.933586	0.936382						
