Iter	epoch	cotton_to_abuth	abuth_to_cotton
50	4	0.031619	0.330249
100	7	0.008346	0.457281
150	10	0.011131	0.057801
200	13	0.000768	0.210392
250	16	0.006071	0.052530
300	19	0.003398	0.041209
350	22	0.002006	0.051787
400	25	0.003091	0.050694
