Iter	epoch	cotton_to_abuth	abuth_to_cotton
50	4	0.004499	0.697843
100	7	0.142830	0.063601
150	10	0.121563	0.012139
200	13	0.006913	0.056628
250	16	0.004782	0.103250
300	19	0.001669	0.112623
350	22	0.007062	0.053858
400	25	0.011846	0.009838
450	29	0.001854	0.023046
500	32	0.000045	0.040625
550	35	0.000034	0.071231
600	38	0.000026	0.046131
650	41	0.000022	0.081866
700	44	0.000195	0.075652
750	47	0.001200	0.046476
800	50	0.000679	0.054014
