class	IoU	Acc	F1	aAcc	mIoU	mAcc	mF1	Iter	epoch
background	0.896741	0.997905	0.945560	0.885449	0.372288	0.419530	0.435502	40	1
abuth	0.219928	0.260491	0.360559						
cotton	0.000194	0.000194	0.000388						
