class	IoU	Acc	F1	aAcc	mIoU	mAcc	mF1	Iter	epoch
cotton	0.874023	0.906508	0.932777						
background	0.987873	0.995446	0.993899	0.989069	0.933730	0.955625	0.965065	1280	40
abuth	0.943696	0.972358	0.971033						
cotton	0.869620	0.899073	0.930264						
background	0.988341	0.995105	0.994136	0.989444	0.936318	0.959393	0.966524	1312	41
abuth	0.944215	0.975567	0.971307						
cotton	0.876398	0.907507	0.934128						
background	0.988200	0.995373	0.994065	0.989375	0.935709	0.957659	0.966169	1344	42
abuth	0.945095	0.974351	0.971772						
cotton	0.873833	0.903255	0.932669						
background	0.987974	0.994862	0.993951	0.989093	0.933549	0.956959	0.964957	1376	43
abuth	0.943856	0.978964	0.971117						
cotton	0.868816	0.897053	0.929804						
background	0.988236	0.995187	0.994083	0.989107	0.932769	0.956121	0.964527	1408	44
abuth	0.942292	0.976096	0.970289						
cotton	0.867779	0.897081	0.929209						
background	0.988207	0.994982	0.994069	0.988897	0.930896	0.955185	0.963488	1440	45
abuth	0.939860	0.977744	0.968998						
cotton	0.864622	0.892831	0.927396						
background	0.988134	0.994964	0.994031	0.988945	0.931819	0.955913	0.964012	1472	46
abuth	0.940384	0.977063	0.969276						
cotton	0.866938	0.895712	0.928727						
background	0.987874	0.995453	0.993900	0.988852	0.930912	0.953036	0.963462	1504	47
abuth	0.942680	0.974732	0.970494						
cotton	0.862181	0.888922	0.925990						
background	0.988101	0.995408	0.994015	0.989116	0.933556	0.955849	0.964979	1536	48
abuth	0.942372	0.973330	0.970331						
cotton	0.870195	0.898810	0.930593						
background	0.988364	0.995350	0.994148	0.989376	0.935588	0.958248	0.966124	1568	49
abuth	0.943014	0.973178	0.970671						
cotton	0.875387	0.906216	0.933554						
background	0.988359	0.995561	0.994145	0.989424	0.936127	0.958221	0.966426	1600	50
abuth	0.943387	0.970720	0.970869						
cotton	0.876635	0.908381	0.934263						
