class	IoU	Acc	F1	aAcc	mIoU	mAcc	mF1	Iter	epoch
background	0.901126	0.985307	0.947992	0.885615	0.393218	0.454834	0.461315	40	1
abuth	0.278206	0.378872	0.435307						
cotton	0.000323	0.000323	0.000646						
