Iter	epoch	cotton_to_abuth	abuth_to_cotton
50	4	0.024243	0.517918
100	7	0.005760	0.561491
150	10	0.028120	0.108940
200	13	0.016331	0.059129
250	16	0.001862	0.188104
300	19	0.000433	0.172855
350	22	0.000514	0.059709
400	25	0.002325	0.010427
