class	IoU	Acc	F1	aAcc	mIoU	mAcc	mF1	Iter	epoch
abuth	0.961659	0.976722	0.980455						
cotton	0.935570	0.961372	0.966713						
background	0.991800	0.996555	0.995883	0.993002	0.963018	0.978325	0.981020	2496	41
abuth	0.961913	0.977744	0.980587						
cotton	0.935341	0.960678	0.966591						
background	0.991756	0.996706	0.995861	0.992948	0.962681	0.977741	0.980842	2528	41
abuth	0.961476	0.976363	0.980360						
cotton	0.934810	0.960154	0.966307						
background	0.991780	0.996650	0.995873	0.992978	0.963026	0.978492	0.981027	2560	42
abuth	0.961522	0.976259	0.980383						
cotton	0.935778	0.962568	0.966824						
background	0.991806	0.996561	0.995886	0.993001	0.963054	0.978613	0.981040	2592	42
abuth	0.961796	0.977258	0.980526						
cotton	0.935562	0.962020	0.966708						
background	0.991807	0.996534	0.995886	0.993007	0.963039	0.978485	0.981031	2624	43
abuth	0.961959	0.977791	0.980610						
cotton	0.935350	0.961132	0.966595						
background	0.991773	0.996653	0.995870	0.992968	0.962963	0.978486	0.980993	2656	43
abuth	0.961431	0.976104	0.980336						
cotton	0.935684	0.962700	0.966774						
background	0.991679	0.996839	0.995822	0.992892	0.962656	0.977645	0.980833	2688	44
abuth	0.960877	0.974467	0.980048						
cotton	0.935412	0.961630	0.966628						
background	0.991719	0.996795	0.995842	0.992934	0.962873	0.977936	0.980947	2720	44
abuth	0.961202	0.975023	0.980217						
cotton	0.935697	0.961991	0.966781						
background	0.991826	0.996524	0.995896	0.993028	0.963383	0.979222	0.981215	2752	45
abuth	0.961826	0.977131	0.980541						
cotton	0.936497	0.964011	0.967207						
background	0.991853	0.996385	0.995910	0.993054	0.963584	0.979910	0.981321	2784	45
abuth	0.961956	0.977885	0.980609						
cotton	0.936942	0.965460	0.967445						
background	0.991859	0.996353	0.995913	0.993059	0.963582	0.979788	0.981320	2816	46
abuth	0.962019	0.978444	0.980642						
cotton	0.936869	0.964569	0.967405						
background	0.991855	0.996418	0.995911	0.993057	0.963674	0.980005	0.981370	2848	46
abuth	0.961884	0.977462	0.980572						
cotton	0.937283	0.966134	0.967626						
background	0.991840	0.996344	0.995903	0.993045	0.963610	0.980062	0.981336	2880	47
abuth	0.961831	0.977966	0.980544						
cotton	0.937158	0.965876	0.967560						
background	0.991840	0.996485	0.995903	0.993033	0.963495	0.979780	0.981275	2912	47
abuth	0.961676	0.976794	0.980464						
cotton	0.936969	0.966060	0.967459						
background	0.991788	0.996608	0.995877	0.992993	0.963319	0.979096	0.981183	2944	48
abuth	0.961420	0.976016	0.980331						
cotton	0.936749	0.964663	0.967341						
background	0.991756	0.996657	0.995861	0.992961	0.963206	0.979157	0.981124	2976	48
abuth	0.961095	0.975026	0.980161						
cotton	0.936766	0.965786	0.967351						
background	0.991766	0.996617	0.995866	0.992979	0.963191	0.978824	0.981115	3008	49
abuth	0.961443	0.976130	0.980342						
cotton	0.936363	0.963726	0.967136						
background	0.991852	0.996405	0.995909	0.993056	0.963646	0.979793	0.981355	3040	50
abuth	0.961903	0.977871	0.980582						
cotton	0.937184	0.965102	0.967574						
background	0.991746	0.996721	0.995856	0.992962	0.963075	0.978258	0.981054	3072	50
abuth	0.961360	0.975669	0.980300						
cotton	0.936119	0.962386	0.967006						
background	0.991853	0.996407	0.995910	0.993053	0.963543	0.979624	0.981300	3104	51
abuth	0.961980	0.978060	0.980622						
cotton	0.936796	0.964406	0.967367						
background	0.991807	0.996544	0.995886	0.993013	0.963346	0.979091	0.981196	3136	51
abuth	0.961693	0.976920	0.980472						
cotton	0.936540	0.963807	0.967230						
background	0.991868	0.996312	0.995917	0.993064	0.963655	0.980075	0.981359	3168	52
abuth	0.961986	0.978521	0.980625						
cotton	0.937110	0.965391	0.967534						
background	0.991777	0.996675	0.995872	0.992972	0.963111	0.978700	0.981073	3200	52
abuth	0.961282	0.975631	0.980259						
cotton	0.936274	0.963795	0.967088						
background	0.991885	0.996257	0.995926	0.993079	0.963770	0.980668	0.981420	3232	53
abuth	0.962046	0.978428	0.980656						
cotton	0.937380	0.967320	0.967678						
background	0.991791	0.996605	0.995878	0.992991	0.963259	0.979024	0.981151	3264	53
abuth	0.961420	0.976126	0.980330						
cotton	0.936567	0.964340	0.967245						
background	0.991785	0.996598	0.995875	0.992992	0.963194	0.978783	0.981116	3296	54
abuth	0.961579	0.976539	0.980413						
cotton	0.936220	0.963211	0.967060						
background	0.991843	0.996471	0.995905	0.993030	0.963478	0.979830	0.981266	3328	54
abuth	0.961612	0.976834	0.980430						
cotton	0.936979	0.966184	0.967464						
background	0.991824	0.996530	0.995895	0.993026	0.963448	0.979378	0.981250	3360	55
abuth	0.961695	0.976821	0.980474						
cotton	0.936824	0.964784	0.967381						
background	0.991740	0.996703	0.995853	0.992951	0.963100	0.978623	0.981068	3392	55
abuth	0.961129	0.975200	0.980179						
cotton	0.936430	0.963965	0.967172						
background	0.991785	0.996637	0.995876	0.992988	0.963379	0.979283	0.981216	3424	56
abuth	0.961219	0.975396	0.980226						
cotton	0.937132	0.965815	0.967546						
background	0.991704	0.996792	0.995835	0.992921	0.962973	0.978133	0.981002	3456	56
abuth	0.960896	0.974607	0.980058						
cotton	0.936320	0.963000	0.967113						
background	0.991841	0.996480	0.995904	0.993045	0.963615	0.979618	0.981339	3488	57
abuth	0.961783	0.977226	0.980519						
cotton	0.937223	0.965148	0.967594						
background	0.991812	0.996564	0.995889	0.993018	0.963398	0.979111	0.981224	3520	57
abuth	0.961678	0.976755	0.980465						
cotton	0.936704	0.964016	0.967317						
background	0.991819	0.996514	0.995893	0.993025	0.963524	0.979553	0.981291	3552	58
abuth	0.961633	0.976731	0.980441						
cotton	0.937120	0.965413	0.967540						
background	0.991850	0.996323	0.995908	0.993053	0.963597	0.980024	0.981328	3584	58
abuth	0.961967	0.978339	0.980615						
cotton	0.936974	0.965411	0.967461						
background	0.991869	0.996424	0.995918	0.993065	0.963602	0.979655	0.981330	3616	59
abuth	0.962023	0.977992	0.980644						
cotton	0.936913	0.964548	0.967429						
background	0.991862	0.996434	0.995914	0.993056	0.963659	0.980038	0.981362	3648	59
abuth	0.961794	0.977229	0.980525						
cotton	0.937322	0.966451	0.967647						
background	0.991754	0.996720	0.995860	0.992960	0.963027	0.978307	0.981028	3680	60
abuth	0.961292	0.975577	0.980264						
cotton	0.936035	0.962625	0.966961						
background	0.991708	0.996784	0.995837	0.992920	0.962913	0.978200	0.980970	3712	60
abuth	0.960926	0.974585	0.980074						
cotton	0.936106	0.963231	0.966999						
background	0.991787	0.996606	0.995877	0.992997	0.963238	0.978698	0.981139	3744	61
abuth	0.961615	0.976648	0.980432						
cotton	0.936311	0.962841	0.967108						
background	0.991748	0.996712	0.995857	0.992962	0.962965	0.977956	0.980994	3776	61
abuth	0.961494	0.976178	0.980369						
cotton	0.935652	0.960977	0.966757						
background	0.991780	0.996591	0.995873	0.992990	0.963013	0.978228	0.981018	3808	62
abuth	0.961825	0.977373	0.980541						
cotton	0.935432	0.960720	0.966639						
background	0.991848	0.996461	0.995907	0.993047	0.963448	0.979372	0.981248	3840	62
abuth	0.962006	0.977788	0.980635						
cotton	0.936489	0.963866	0.967203						
background	0.991783	0.996651	0.995875	0.992979	0.963096	0.978713	0.981064	3872	63
abuth	0.961422	0.975946	0.980332						
cotton	0.936083	0.963543	0.966987						
background	0.991771	0.996665	0.995869	0.992981	0.963097	0.978375	0.981064	3904	63
abuth	0.961550	0.976303	0.980398						
cotton	0.935968	0.962158	0.966925						
background	0.991830	0.996555	0.995898	0.993035	0.963451	0.979114	0.981251	3936	64
abuth	0.961833	0.977051	0.980545						
cotton	0.936691	0.963735	0.967311						
background	0.991846	0.996496	0.995906	0.993045	0.963453	0.979220	0.981251	3968	64
abuth	0.961951	0.977627	0.980607						
cotton	0.936562	0.963539	0.967242						
background	0.991864	0.996440	0.995915	0.993063	0.963568	0.979496	0.981312	4000	65
abuth	0.962050	0.978014	0.980658						
cotton	0.936790	0.964034	0.967364						
